"","61","63","65","66","68","69","71","72","86","87","88","91","92","93","94","96"
"A0A087WPF7"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","13.36381"," 0.00000"
"A2A432"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","13.26732","11.55715"," 0.00000","11.80690"," 0.00000"," 0.00000","11.82230","12.22550","12.07135"," 0.00000"," 0.00000"
"A2A5N8"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","14.62160"," 0.00000"," 0.00000","14.41394"," 0.00000","14.57906"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2A5R2"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","11.88565"," 0.00000"," 0.00000","11.84563"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2A699"," 0.00000"," 0.00000"," 0.00000","13.84929","12.90736","12.71941","14.09259"," 0.00000"," 0.00000"," 0.00000","13.88425"," 0.00000","12.94300"," 0.00000","13.43790","13.62488"
"A2AFR3"," 0.00000"," 0.00000"," 0.00000"," 0.00000","12.08200"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","13.85488"," 0.00000"," 0.00000"," 0.00000"
"A2AG50","14.19761","13.56801","15.47057","13.76896","14.58095","13.42315","12.10041","12.97115","13.15252","14.69132","14.06030","14.45794","14.83347","13.84986","15.13969","14.13681"
"A2AGL3"," 0.00000"," 0.00000","14.79178"," 0.00000"," 0.00000","13.96389"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","12.90138","13.45008"," 0.00000"
"A2AGT5","13.28665","13.86101","13.74389","13.17179"," 0.00000","13.28362","13.35670","14.14630","13.15389","14.36183","14.61436"," 0.00000","13.36202","12.90750","13.21274","13.00742"
"A2AHC3","12.95065"," 0.00000"," 0.00000"," 0.00000","13.01198","12.34576"," 0.00000"," 0.00000"," 0.00000","12.51332"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2AJI0","15.49993","14.27569","14.77044","14.03468","14.17852","12.45082","12.49311"," 0.00000","13.92951","13.84041","13.36365","13.95431","14.22185","13.81494","14.62362","15.06587"
"A2ALS5","14.15253","13.55048","13.85293","12.82824"," 0.00000","12.97303","13.99358","12.83472","14.08863","13.09597","13.61937","13.18460","14.34120","13.29417","13.57837","14.36474"
"A2ALU4","13.12970"," 0.00000","13.08692","13.36014","13.72965"," 0.00000"," 0.00000","12.83979"," 0.00000"," 0.00000","13.58410"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2AN08"," 0.00000","13.06867"," 0.00000"," 0.00000"," 0.00000","12.92535","12.51334","12.42862","13.88303","12.09062","14.15274","13.47098"," 0.00000","13.21234"," 0.00000","12.98917"
"A2AP18"," 0.00000"," 0.00000","11.84385","14.30150","14.21268","14.04272"," 0.00000","11.77852","14.79582"," 0.00000"," 0.00000"," 0.00000","14.09910"," 0.00000"," 0.00000"," 0.00000"
"A2ASQ1"," 0.00000"," 0.00000","12.07490"," 0.00000","11.90898","12.37570"," 0.00000","14.38855"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2AWA9","13.54905","12.88836","14.16446","13.10468","14.20976","15.30410","14.15620","13.00725","14.14091","13.01242","13.85625","13.68962","13.45765","13.76496","13.05501","14.17942"
"A2CG49","13.38128","13.32461","13.91669","13.62333","13.15287","12.84368","14.04185","13.00068"," 0.00000","12.73199","13.91951"," 0.00000","13.06068","12.86083","13.62672","13.59793"
"A2RSJ4"," 0.00000"," 0.00000","12.30504"," 0.00000"," 0.00000"," 0.00000","12.56671"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"A2RT62","14.03315","13.78547"," 0.00000","13.46672"," 0.00000","14.14493","13.40642","14.22732","14.81006","13.22875","14.02697","14.33767","14.37883","15.18377","13.56636","14.79527"
"B0V2N1","14.81228","14.32581","14.36443","14.62492","14.40550","14.93174","14.90276","14.64957","13.09363","14.97825","14.50306","14.45177","14.01761","14.96463","14.13561","14.14582"
"B1AWN6","12.88035"," 0.00000","13.71421"," 0.00000","13.38130"," 0.00000","12.53408","12.96606","12.67352","12.77594"," 0.00000","12.79269","12.90388"," 0.00000"," 0.00000","13.51484"
"B1AXV0"," 0.00000","12.28775","13.36435","13.91799"," 0.00000","13.44854","13.79039"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","13.09466"
"B1AZP2","14.09441","13.39962","14.20468","14.26271","14.19684","12.89292","12.92812"," 0.00000","12.78709","13.26685","14.37676","13.74420","12.71470","12.38839","12.75684","12.88395"
"B2RQC6"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","13.94043"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"
"B2RSH2","15.19971","12.95654","13.90764","14.50945","12.92625","15.41602","15.11427","15.11086","15.39969","14.53901","15.66958","14.19795","14.25870","14.77686","14.90147","14.58329"
"B2RUJ5","13.78435"," 0.00000","12.35205","13.82622","14.12876"," 0.00000","13.00018","12.22609"," 0.00000","12.04296","13.48469","13.12038","12.70795"," 0.00000","14.30870","12.40353"
